-0.2500	0.2500	0.0000	0.0000	0.0000	-0.2500	0.2500	0.0000	0.0000	0.0000	-0.2500	0.2500	0.0000	0.0000	0.0000	-0.2500	0.2500	0.0000	0.0000	0.0000
0.0000	0.2500	-0.2500	0.0000	0.0000	0.0000	0.2500	-0.2500	0.0000	0.0000	0.0000	0.2500	-0.2500	0.0000	0.0000	0.0000	0.2500	-0.2500	0.0000	0.0000
0.0000	0.1250	0.1250	0.0000	0.0000	0.0000	0.1250	0.1250	0.0000	0.0000	0.0000	0.1250	0.1250	0.0000	0.0000	0.0000	0.1250	0.1250	0.0000	0.0000
0.2500	0.0000	0.0000	0.0000	0.0000	0.2500	0.0000	0.0000	0.0000	0.0000	0.2500	0.0000	0.0000	0.0000	0.0000	0.2500	0.0000	0.0000	0.0000	0.0000
-0.2500	0.1250	0.1250	0.0000	0.0000	-0.2500	0.1250	0.1250	0.0000	0.0000	-0.2500	0.1250	0.1250	0.0000	0.0000	-0.2500	0.1250	0.1250	0.0000	0.0000
0.2500	-0.2500	0.0000	0.0000	0.0000	0.2500	-0.2500	0.0000	0.0000	0.0000	-0.2500	0.2500	0.0000	0.0000	0.0000	-0.2500	0.2500	0.0000	0.0000	0.0000
0.0000	-0.2500	0.2500	0.0000	0.0000	0.0000	-0.2500	0.2500	0.0000	0.0000	0.0000	0.2500	-0.2500	0.0000	0.0000	0.0000	0.2500	-0.2500	0.0000	0.0000
0.250	-0.125	-0.125	0.000	0.000	0.250	-0.125	-0.125	0.000	0.000	-0.250	0.125	0.125	0.000	0.000	-0.250	0.125	0.125	0.000	0.000
0.000	-0.500	0.000	0.000	0.000	0.000	-0.500	0.000	0.000	0.000	0.000	0.500	0.000	0.000	0.000	0.000	0.500	0.000	0.000	0.000
0.000	-0.250	-0.250	0.000	0.000	0.000	-0.250	-0.250	0.000	0.000	0.000	0.250	0.250	0.000	0.000	0.000	0.250	0.250	0.000	0.000
